ID,dados_hist_ONS_19312018,sub,id_prevs_2018,bacia_name,PREVS_ONS_OUT,,prod,mais_running,posto_id,sar_ana_posto_id,sar_ana_posto_id_bkp,usina_id_vazao_natural_history,mais_calculated,,,,,bacia_name_ena,ID_vazao_Previvaz_2018_ALEX,Previvaz_ID,nome_Previvaz_2018_ALEX,volume_name_history,reservatorio_amontante,postos_amontante,,,id_prevs_2018,bacia_name_gab,ree,,,usina_name,usina_name_historical,usina_name_bdo,,,lat,lon,"lat,lon – quantum",Nome – quantum,Nome – Rio – quantum,Incremental,artificial,calculated,soma incre,ID,NOME,NOME ABREVIADO,RESERVATORIO,RIO,BACIA,SUBSISTEMA,REE,CIDADE,SITUAÇÃO,TIPO DE SÉRIE,ALGORITMO,calculado,expension,FÓRMULA,USA CHUVA-VAZÃO?,PRODUTIBILIDADE,
149,CANDONGA (149),SE,CANDONGA,doce,149,,0.4664,149,149,19109,19109,149,,,,,,doce,149,149,CANDONGA,,,,,,149,Doce,1,,,candonga,candonga,CANDONGA,,,-20.20694444,-42.85527778,"-20.20694444,-42.85527778",UHE Candonga,UHE Candonga (Rio Doce),0,0,0,,149,Candonga (Risoleta Neves),CANDONGA,CANDONGA,Doce,Doce,SE,Sudeste,SantaCruzdoEscalvado-MG,Operação,Natural,Vazão obs.,,,,N,0.4664,
154,SAO DOMINGOS (154),SE,SAO DOMINGOS,alto parana,154,,0.3055,,154,19157,19157,,,,,,,parana,,,,,,,,,154,Parana,,,,sao domingos,sao domingos,SAO DOMINGOS,,,-20.08361111,-53.17472222,"-20.08361111,-53.17472222",UHE São Domingos,UHE São Domingos (Rio Verde (MS)),,0,0,,154,São Domingos,,SAO DOMINGOS,Verde,Paraná,SE,Sudeste,AguaClara-MS,Expansão,Natural,,,1,,,0.3055,
155,RETIRO BAIXO (155),SE,RETIRO BAIXO,sao francisco,155,,0.3261,155,155,19118,19118,155,,,,,,sao francisco,155,155,RETIRO BAIXO,retiro baixo,,,,,155,SFrancisco,1,,,retiro baixo,retiro baixo,RETIRO BAIXO,,,-18.89444444,-44.78166667,"-18.89444444,-44.78166667",UHE Retiro Baixo,UHE Retiro Baixo (Rio Paraopeba),0,0,0,,155,Retiro Baixo,RETIRO BAIXO,RETIRO BAIXO,Paraopeba,São Francisco,SE,Sudeste,TresMarias-MG,Operação,Natural,Regredido,,,,,0.3261,
156,TRES MARIAS (156),SE,TRES MARIAS,sao francisco,156,,0.4301,156,156,19119,19119,156,,,,,,sao francisco,156,156,TRES MARIAS,três marias,155,155,,,156,SFrancisco,1,,,tres marias,três marias,TRÊS MARIAS,,,-18.21750000,-45.26194444,"-18.21750000,-45.26194444",UHE Três Marias,UHE Três Marias (Rio São Francisco),0,0,0,,156,Três Marias,TRES MARIAS,TRÊS MARIAS,São Francisco,São Francisco,SE,Sudeste,TresMarias-MG,Operação,Natural,Vazão obs.,,,,S,0.4301,
158,QUEIMADO (158),SE,QUEIMADO,sao francisco,158,,1.6039,158,158,19120,19120,158,,,,,,sao francisco,158,158,QUEIMADO,queimado,,,,,158,SFrancisco,1,,,queimado,queimado,QUEIMADO,,,-16.21138889,-47.32527778,"-16.21138889,-47.32527778",UHE Queimado,UHE Queimado (Rio Preto),0,0,0,,158,Queimado,QUEIMADO,QUEIMADO,Preto,São Francisco,SE,Sudeste,Unai-MG,Operação,Natural,Vazão obs.,,,,N,1.6039,
160,ALTO TIETÊ (160),SE,PONTE NOVA,alto tiete,160,,0.0,160,160,19038,19038,160,,,,,,tiete,160,,,ponte nova,,,,,160,Tiete,1,,,ponte nova,ponte nova,PONTE NOVA,,,-23.58083333,-45.97111111,"-23.58083333,-45.97111111",RES Ponte Nova,RES Ponte Nova (Rio Tietê),0,0,0,,160,Ponte Nova - reservatório Alto Tietê,,PONTE NOVA,Tietê,Tietê,SE,Sudeste,NovaPonte-MG,Operação,Natural,Vazão obs.,,,,N,,
161,EDGARD DE SOUZA+TRIBUT (161),SE,E. DE SOUZA,alto tiete,161,,0.0,161,161,19039,19039,161,,,,,,tiete,161,,,,160_118_117,160_104,,,161,Tiete,1,,,e. de souza,,EDGARD SOUZA,,,-23.45472222,-46.90944444,"-23.45472222,-46.90944444",RES Edgard de Souza,RES Edgard de Souza (Rio Tietê),0,0,0,,161,Edgard de Souza (com tributários),,EDGARD SOUZA,Tietê,Tietê,SE,Sudeste,SantanadeParnaiba-SP,Operação,Natural,Vazão obs.,,,,N,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,Edgard de Souza (sem tributários),,(só aparece em VAZOES.DAT),Tietê,Tietê,SE,Sudeste,SaoPaulo-SP,Operação,Natural,,,,164 = vaz(161) – vaz(117) – vaz(118),,,
166,,SE,,,166,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,jupia+dominguos_primavera+taquarucu+rosana+itaipu,166,Itaipu – somatório de vazões incrementais,,ITAIPU,Paraná,Paraná,SE,Itaipu,FozdoIguacu-PR,Operação,Artificial,Calculado,,,166 (t) = 66 (t),,,
168,SOBRADINHO INCREMENTAL (168),NE,INCR.3M/SBD ,sao francisco,168,,0.0,,,,,168,,,,,,sao francisco,168,,,,,,,,168,SFrancisco,3,,,incr.3m/sbd ,,,,,,,,,,0,0,0,,168,Sobradinho Incremental,,SOBRADINHO,São Francisco,São Francisco,NE,Nordeste,Juazeiro-BA,Operação,Natural,Vazão obs.,,,,S,0,
169,SOBRADINHO (169),NE,SOBRADINHO  ,sao francisco,169,,0.2414,,169,19121,19121,169,,,,,,sao francisco,169,169,SOBRADINHO  ,sobradinho,156_158,156_158,,,169,SFrancisco,3,,,sobradinho  ,sobradinho,SOBRADINHO,,,-9.42972222,-40.83000000,"-9.42972222,-40.83000000",UHE Sobradinho,UHE Sobradinho (Rio São Francisco),0,0,0,,169,Sobradinho,SOBRADINHO,(só aparece em VAZOES.DAT),São Francisco,São Francisco,NE,Nordeste,Juazeiro-BA,Operação,Natural,Calculado,,,,,241,
171,,NE,,sao francisco,171,,0.0,,,,,,,,,,,sao francisco,171,,,,,,,,,SFrancisco,3,,,itaparica incremental,,,,,,,,,,0,0,0,,171,Itaparica (Luiz Gonzaga) - Incremental,,,São Francisco,São Francisco,NE,Nordeste,Petrolandia-PE,Operação,Natural,Calculado,,,Vazoes(171) = 0,,,
172,ITAPARICA (172),NE,ITAPARICA,sao francisco,172,,0.4479,,,,,172,,,,,,sao francisco,172,172,ITAPARICA,itaparica,169,169,,,172,SFrancisco,3,,,itaparica,itaparica,ITAPARICA,,,-9.14083333,-38.31361111,"-9.14083333,-38.31361111",UHE Itaparica,UHE Itaparica (Rio São Francisco),0,0,0,,172,Itaparica (Luiz Gonzaga),ITAPARICA,ITAPARICA,São Francisco,São Francisco,NE,Nordeste,Petrolandia-PE,Operação,Natural,Calculado,,,vazoes(172) = vazoes(173),,,0.4479
173,MOXOTO (173),NE,,sao francisco,173,,0.0,173,173,19123,19123,173,,,,,,sao francisco,173,,,,172,172,,,,SFrancisco,3,,,moxotó,moxoto,MOXOTO,,,-9.35611111,-38.21027778,"-9.35611111,-38.21027778",UHE Moxotó,UHE Moxotó (Rio São Francisco),0,0,0,,173,Moxotó (Apolônio Sales),,MOXOTO,São Francisco,São Francisco,NE,Nordeste,PauloAfonso-BA,Operação,Natural,Calculado,,,173 (t) = 172 (t),,,
175,P.AFONSO (175),NE,,sao francisco,175,,0.0,,,,,175,,,,,,sao francisco,175,,,,172,173,,,,SFrancisco,3,,,paulo afonso,"p. afonso 1,2,3","P. AFONSO 1,2,3",,,-9.39583333,-38.20361111,"-9.39583333,-38.20361111",UHE Paulo Afonso 123,UHE Paulo Afonso 123 (Rio São Francisco),0,0,0,,175,Paulo Afonso,,"P. AFONSO 1,2,3",São Francisco,São Francisco,NE,Nordeste,PauloAfonso-BA,Operação,Natural,Calculado,,,vazoes(175) = vazoes(173),,,
176,,NE,COMPLEXO,sao francisco,176,,1.0201,,,,,176,,,,,,sao francisco,176,176,COMPLEXO,,172,173,,,176,SFrancisco,3,,,complexo,p. afonso 4,P. AFONSO 4,,,-9.427225,-38.205421,,,,0,0,0,,176,Complexo Paulo Afonso - Moxotó,COMP PAF-MOX,P. AFONSO 4,São Francisco,São Francisco,NE,Nordeste,PauloAfonso-BA,Operação,Natural,Calculado,,,176 (t) = 172 (t),,1.0201,
178,XINGO (178),NE,XINGÓ,sao francisco,178,,1.0846,178,178,19126,19126,178,,,,,,sao francisco,178,178,XINGÓ,,172,175_176,,,178,SFrancisco,3,,,xingó,xingo,XINGO,,,-9.61777778,-37.79694444,"-9.61777778,-37.79694444",UHE Xingó,UHE Xingó (Rio São Francisco),0,0,0,,178,Xingó,XINGO,XINGO,São Francisco,São Francisco,NE,Nordeste,Piranhas-AL,Operação,Natural,Calculado,,,,,1.0846,
183,A.DIAS+S.CAR (183),SE,A. DIAS + SÁ CARVALHO,doce,183,,0.9375,183,183,19106,19106,183,,,,,,doce,183,183,A. DIAS + SÁ CARVALHO,,,262,,,183,Doce,1,,,a. dias + sá carvalho,sa carvalho,SA CARVALHO,,,-19.64583333,-42.85000000,"-19.64583333,-42.85000000",UHE Sá Carvalho,UHE Sá Carvalho (Rio Piracicaba),0,0,0,,183,Antônio Dias + Sá Carvalho,SA CARVALHO,SA CARVALHO,Piracicaba-Severo,Doce,SE,Sudeste,AntonioDias-MG,Operação,Natural,Regredido,,,,,0.9375,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,Couto Magalhães - expansão,,(só aparece em VAZOES.DAT),Araguaia,Tocantins,SE,Sudeste,AltoAraguaia-MT,Expansão,Natural,,,,,,,
188,ITAPEBI (188),NE,ITAPEBI,jequitinhonha,188,,0.7177,188,188,19116,19116,188,,,,,,jequitinhonha,188,188,ITAPEBI,,255,255,,,188,Jequitinhonha,3,,,itapebi,itapebi,ITAPEBI,,,-15.96972222,-39.59333333,"-15.96972222,-39.59333333",UHE Itapebi,UHE Itapebi (Rio Jequitinhonha),0,0,0,,188,Itapebi,ITAPEBI,ITAPEBI,Jequitinhonha,Jequitinhonha,NE,Nordeste,Itapebi-BA,Operação,Natural,Vazão obs.,,,,S,0.7177,
190,B. ESPERANCA (190),NE,B. ESPERANCA,parnaiba,190,,0.3717,190,190,19127,19127,190,,,,,,parnaiba,190,190,B. ESPERANCA,boa esperança,,,,,190,Parnaiba,3,,,b. esperanca,boa esperança,BOA ESPERANÇA,,,-6.75138889,-43.56750000,"-6.75138889,-43.56750000",UHE Boa Esperança,UHE Boa Esperança (Rio Parnaíba),0,0,0,,190,Boa Esperanca (Castelo Branco),B. ESPERANCA,BOA ESPERANÇA,Parnaíba,Parnaíba,NE,Nordeste,Guadalupe-PI,Operação,Natural,Vazão obs.,,,,N,0.3717,
191,CANA BRAVA (191),SE,CANA BRAVA,tocantins,191,,0.3990,191,191,19129,19129,191,,,,,,tocantins,191,191,CANA BRAVA,,270,270,,,191,Tocantins,1,,,cana brava,cana brava,CANA BRAVA,,,-13.40416667,-48.14250000,"-13.40416667,-48.14250000",UHE Cana Brava,UHE Cana Brava (Rio Tocantins),0,0,0,,191,Cana Brava,CANA BRAVA,CANA BRAVA,Tocantins,Tocantins,SE,Sudeste,Minacu-GO,Operação,Natural,Regredido,,,,,399,
196,ROSAL (196),SE,ROSAL,itabapoana,196,,1.6950,196,196,19113,19113,196,,,,,,itabapoana,196,196,ROSAL,,,,,,196,itabapoana,1,,,rosal,rosal,ROSAL,,,-20.9166666,-41.72166667,"-20.91666667,-41.72166667",UHE Rosal,UHE Rosal (Rio Itabapoana),0,0,0,,196,Rosal,ROSAL,ROSAL,Itabapoana,Itabapoana,SE,Sudeste,SaoJosedoCalcado-ES,Operação,Natural,Vazão obs.,,,,N,1695,
197,PICADA (197),SE,PICADA,paraiba do sul,197,,1.1054,197,197,19095,19095,197,,,,,,paraiba do sul,197,197,PICADA,,,,,,197,ParaibaSul,1,,,picada,picada,PICADA,,,-21.88416667,-43.54055556,"-21.88416667,-43.54055556",UHE Picada,UHE Picada (Rio do Peixe),0,0,0,,197,Picada,PICADA,PICADA,Peixe,Paraíba do Sul,SE,Sudeste,JuizdeFora-MG,Operação,Natural,Vazão obs.,,,,N,1.1054,
198,SOBRAGI (198),SE,SOBRAGI,paraiba do sul,198,,0.6252,198,198,19096,19096,198,,,,,,paraiba do sul,198,198,SOBRAGI,,,197,,,198,ParaibaSul,1,,,sobragi,sobragi,SOBRAGI,,,-21.98166667,-43.35055556,"-21.98166667,-43.35055556",UHE Sobragi,UHE Sobragi (Rio Paraibuna),0,0,0,,198,Sobragi,SOBRAGI,SOBRAGI,Paraibuna,Paraíba do Sul,SE,Sudeste,BelmiroBraga-MG,Operação,Natural,Regredido,,,,,0.6252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,Itaocara I - expansão,,(só aparece em VAZOES.DAT),Paraíba do Sul,Paraíba do Sul,SE,Sudeste,Aperibe-RJ,Expansão,Natural,,,,,,,
201,TOCOS (201),SE,TOCOS,paraiba do sul,201,,0.0,201,201,19098,19098,201,,,,,,paraiba do sul,201,,,tocos,,,,,201,ParaibaSul,1,,,tocos,tocos,TOCOS,,,-22.74930556,-44.12550000,"-22.74930556,-44.12550000",RES Tócos,RES Tócos (Rio Piraí),0,0,0,,201,Tocos - reservatório,,TOCOS,Piraí,Paraíba do Sul,SE,Sudeste,RioClaro-RJ,Operação,Natural,Vazão obs.,,,,N,,
202,LAJES (202),SE,LAJES NAT.,paraiba do sul,202,,0.0,202,202,19099,19099,202,,,,,,paraiba do sul,202,,,lajes,,,,,202,ParaibaSul,1,,,lajes nat.,lajes,LAJES,,,-22.70277778,-43.88166667,"-22.70277778,-43.88166667",RES Lajes,RES Lajes (Rio Ribeirão das Lajes),0,0,0,,202,Lajes,,LAJES,Ribeirão das Lajes,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Natural,Regredido,,,,,,
203,SANTANA (203),SE,SANTANA NAT.,paraiba do sul,203,,0.0,,203,,19100,203,,,,,,paraiba do sul,203,,,santana,201_123,201_125,,,203,ParaibaSul,1,,,santana nat.,santana,SANTANA,,,-22.53222222,-43.81916667,"-22.53222222,-43.81916667",RES Santana,RES Santana (Rio Piraí),0,0,0,,203,Santana - reservatório,,SANTANA,Piraí,Paraíba do Sul,SE,Sudeste,Pirai-RJ,Operação,Natural,Regredido,,,,,,
204,CACHOEIRA CALDEIRAO (204),N,CACHOEIRA CALDEIRAO,araguari,204,,0.1405,,,,,204,,,,,,araguari,204,204,CACHOEIRA CALDEIRÃO,,,,,,204,amazon,9,,,cachoeira caldeirao,cachoeira caldeirao,CACHOEIRA CALDEIRAO,,,1.85055556,-51.28472222,"1.85055556,-51.28472222",UHE Cachoeira Caldeirão,UHE Cachoeira Caldeirão (Rio Araguari (AP)),0,0,0,,204,Cachoeira Caldeirão - expansão,CACH.CALDEIR,CACHOEIRA CALDEIRAO,Araguari,Araguari,N,Amazonas,FerreiraGomes-AP,Expansão,Natural,Regredido,,,,,0.1405,
205,CORUMBA IV (205),SE,CORUMBA IV,paranaiba,205,,0.6226,205,205,19022,19022,205,,,,,,paranaiba,205,205,CORUMBA IV,corumba-4,,,,,205,Paranaiba,10,,,corumba iv,corumba-4,CORUMBA-4,,,-16.32277778,-48.18750000,"-16.32277778,-48.18750000",UHE Corumbá IV,UHE Corumbá IV (Rio Corumbá),0,0,0,,205,Corumbá 4,CORUMBA IV,CORUMBA-4,Corumbá,Paranaíba,SE,Parana,SantoAntoniodoDescoberto-GO,Operação,Natural,Vazão obs.,,,,S,0.6226,
206,MIRANDA (206),SE,MIRANDA,paranaiba,206,,0.6143,206,206,19019,19019,206,,,,,,paranaiba,206,206,MIRANDA,miranda,25,25,,,206,Paranaiba,10,,,miranda,miranda,MIRANDA,,,-18.91166667,-48.03916667,"-18.91166667,-48.03916667",UHE Miranda,UHE Miranda (Rio Araguari),0,0,0,,206,Miranda,MIRANDA,MIRANDA,Araguari,Paranaíba,SE,Parana,Indianopolis-MG,Operação,Natural,Vazão obs.,,,,S,0.6143,
207,CAPIM BRANC1 (207),SE,CAPIM BRANCO 1,paranaiba,207,,0.5036,207,207,19020,19020,207,,,,,,paranaiba,207,207,CAPIM BRANCO 1,c.branco-1,206,206,,,207,Paranaiba,10,,,capim branco 1,c.branco-1,C.BRANCO-1,,,-18.78833333,-48.14611111,"-18.78833333,-48.14611111",UHE Capim Branco I,UHE Capim Branco I (Rio Araguari),0,0,0,,207,Capim Branco 1 (Amador Aguiar 1),CAPIM BRANC1,C.BRANCO-1,Araguari,Paranaíba,SE,Parana,Aimores-MG,Operação,Natural,Regredido,,,,,0.5036,
209,CORUMBA I (209),SE,CORUMBA I,paranaiba,209,,0.6106,209,209,19024,19024,209,,,,,,paranaiba,209,209,CORUMBA I,corumba,23,23,,,209,Paranaiba,10,,,corumba i,corumba,CORUMBA,,,-17.98694444,-48.53111111,"-17.98694444,-48.53111111",UHE Corumbá I,UHE Corumbá I (Rio Corumbá),0,0,0,,209,Corumbá 1,CORUMBA I,CORUMBA,Corumbá,Paranaíba,SE,Parana,CaldasNovas-GO,Operação,Natural,Vazão obs.,,,,S,0.6106,
211,FUNIL-GRANDE (211),SE,FUNIL-GRANDE,grande,211,,0.3457,211,211,19003,19003,211,,,,,,grande,211,211,FUNIL-GRANDE,,1,2,,,211,Grande,10,,,funil-grande,funil-mg,FUNIL-MG,,,-21.14250000,-45.03472222,"-21.14250000,-45.03472222",UHE Funil Grande,UHE Funil Grande (Rio Grande),0,0,0,,211,Funil-grande,FUNIL-GRANDE,FUNIL-MG,Grande,Grande,SE,Parana,Lavras-MG,Operação,Natural,Vazão obs.,,,,S,0.3457,
215,BARRA GRANDE (215),S,BARRA GRANDE,uruguai,215,,1.3896,215,215,19067,19067,215,,,,,,uruguai,215,215,BARRA GRANDE,barra grande,,,,,215,Uruguai,2,,,barra grande,barra grande,BARRA GRANDE,,,-27.77722222,-51.18861111,"-27.77722222,-51.18861111",UHE Barra Grande,UHE Barra Grande (Rio Pelotas),0,0,0,,215,Barra Grande,BARRA GRANDE,BARRA GRANDE,Pelotas,Uruguai,S,Sul,Esmeralda-RS,Operação,Natural,Vazão obs.,,,,S,1.3896,
216,CAMPOS NOVOS (216),S,CAMPOS NOVOS,uruguai,216,,1.6244,216,216,19068,19068,216,,,,,,uruguai,216,216,CAMPOS NOVOS,campos novos,89,89,,,216,Uruguai,2,,,campos novos,campos novos,CAMPOS NOVOS,,,-27.60305556,-51.32361111,"-27.60305556,-51.32361111",UHE Campos Novos,UHE Campos Novos (Rio Canoas),0,0,0,,216,Campos Novos,CAMPOS NOVOS,CAMPOS NOVOS,Canoas,Uruguai,S,Sul,CamposNovos-SC,Operação,Natural,Vazão obs.,,,,S,1.6244,
217,MACHADINHO (217),S,MACHADINHO,uruguai,217,,0.9187,217,217,19069,19069,217,,,,,,uruguai,217,217,MACHADINHO,machadinho,216_215,216_215,,,217,Uruguai,2,,,machadinho,machadinho,MACHADINHO,,,-27.52444444,-51.78888889,"-27.52444444,-51.78888889",UHE Machadinho,UHE Machadinho (Rio Uruguai),0,0,0,,217,Machadinho,MACHADINHO,MACHADINHO,Pelotas,Uruguai,S,Sul,MaximilianodeAlmeida-RS,Operação,Natural,Regredido,,,,,0.9187,
220,MONJOLINHO (220),S,MONJOLINHO,uruguai,220,,0.5555,220,220,19072,19072,220,,,,,,uruguai,220,220,MONJOLINHO,,93,93,,,220,Uruguai,2,,,monjolinho,monjolinho,MONJOLINHO,,,-27.34416667,-52.73111111,"-27.34416667,-52.73111111",UHE Monjolinho,UHE Monjolinho (Rio Passo Fundo),0,0,0,,220,Monjolinho (Alzir dos Santos Antunes),MONJOLINHO,MONJOLINHO,Passo Fundo,Uruguai,S,Sul,Faxinalzinho-RS,Operação,Natural,Vazão obs.,,,,N,0.5555,
222,SALTO CAXIAS (222),S,SALTO CAXIAS,iguacu,222,,0.5930,222,222,19066,19066,222,,,,,,iguacu,222,222,SALTO CAXIAS,,,,,,222,Iguacu,11,,,salto caxias,salto caxias,SALTO CAXIAS,,,-25.54083333,-53.49444444,"-25.54083333,-53.49444444",UHE Salto Caxias,UHE Salto Caxias (Rio Iguaçu),0,0,0,,222,Salto Caxias (Governador José Richa),SALTO CAXIAS,SALTO CAXIAS,Iguaçu,Iguaçu,S,Iguacu,CapitaoLeonidasMarques-PR,Operação,Natural,Regredido,,,,,593,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,Salto Apiacás,,,Apiacás,Amazonas,SE,TelesPires,NovaMonteVerde-MT,Expansão,Natural,,,,,,,
227,SINOP (227),SE,SINOP,,227,,,,,,,,,,,,,,,,,,,,,,227,amazon,,,,,,,,,,,,,,,0,0,,227,Sinop,SINOP,,Teles Pires,Amazonas,SE,TelesPires,Itauba-MT,Expansão,Natural,,,,,,0,
228,COLIDER (228),SE,COLIDER,teles pires,228,,0.0,,,,,,,,,,,amazonas,228,228,COLIDER,,,227,,,228,amazon,7,,,colider,colider,COLIDER,,,-10.97555556,-55.76333333,"-10.97555556,-55.76333333",UHE Colíder,UHE Colíder (Rio Teles Pires),0,0,0,,228,Colider,COLIDER,COLIDER,Teles Pires,Amazonas,SE,TelesPires,Itauba-MT,Expansão,Natural,Regredido,,1,0,,0,
229,TELES PIRES (229),SE,TELES PIRES,teles pires,229,,0.4940,,,,,229,,,,,,amazonas,229,229,TELES PIRES,,,,,,229,amazon,7,,,teles pires,teles pires,TELES PIRES,,,-9.34000000,-56.77722222,"-9.34000000,-56.77722222",UHE Teles Pires,UHE Teles Pires (Rio Teles Pires),0,0,0,,229,Teles Pires,TELES PIRES,TELES PIRES,Teles Pires,Amazonas,SE,TelesPires,Paranaita-MT,Expansão,Natural,Vazão obs.,,,,N,494,
230,SAO MANOEL (230),SE,SÃO MANOEL,teles pires,230,,0.2179,,,,,,,,,,,amazonas,230,230,SÃO MANOEL,,,229,,,230,amazon,7,,,sao manoel,sao manoel,SAO MANOEL,,,-9665,-56.476944,,,,0,0,0,,230,São Manoel,SAO MANOEL,SAO MANOEL,Teles Pires,Amazonas,SE,TelesPires,Paranaita-MT,Expansão,Natural,Regredido,,1,Vazoes(229),,0.2179,
237,BARRA BONITA (237),SE,BARRA BONITA NAT.,tiete,237,,0.0,237,237,19040,19040,237,,,,,,tiete,237,,,b. bonita,115,115,,,237,Tiete,10,,,barra bonita nat.,b. bonita,B. BONITA,,,-22.51944444,-48.53416667,"-22.51944444,-48.53416667",UHE Barra Bonita,UHE Barra Bonita (Rio Tietê),0,0,0,,237,Barra Bonita,,B. BONITA,Tietê,Tietê,SE,Parana,BarraBonita-SP,Operação,Natural,Vazão obs.,,,,N,0.1723,
238,A.S. LIMA (238),SE,BARIRI NAT.,tiete,238,,0.0,238,238,19041,19041,238,,,,,,tiete,238,,,,237,237,,,238,Tiete,10,,,bariri nat.,bariri,BARIRI,,,-22.15388889,-48.75388889,"-22.15388889,-48.75388889",UHE Bariri,UHE Bariri (Rio Tietê),0,0,0,,238,Álvaro de Souza Lima (Bariri),,BARIRI,Tietê,Tietê,SE,Parana,Bariri-SP,Operação,Natural,Regredido,,,,,0.1881,
239,IBITINGA (239),SE,IBITINGA NAT.,tiete,239,,0.0,239,239,19042,19042,239,,,,,,tiete,239,,,,237,238,,,239,Tiete,10,,,ibitinga nat.,ibitinga,IBITINGA,,,-21.75775000,-48.99183333,"-21.75775000,-48.99183333",UHE Ibitinga,UHE Ibitinga (Rio Tietê),0,0,0,,239,Ibitinga,,IBITINGA,Tietê,Tietê,SE,Parana,Ibitinga-SP,Operação,Natural,Vazão obs.,,,,,0.1872,
240,PROMISSAO (240),SE,PROMISSAO NAT.,tiete,240,,0.0,240,240,19043,19043,240,,,,,,tiete,240,,,promissão,237,239,,,240,Tiete,10,,,promissao nat.,promissão,PROMISSÃO,,,-21.29680556,-49.78341667,"-21.29680556,-49.78341667",UHE Promissão,UHE Promissão (Rio Tietê),0,0,0,,240,Promissão (Mário Lopes Leão),,PROMISSÃO,Tietê,Tietê,SE,Parana,Promissao-SP,Operação,Natural,Vazão obs.,,,,N,0.2059,
241,SLT VERDINHO (241),SE,SLT VERDINHO,paranaiba,241,,0.3657,241,241,19032,19032,241,,,,,,paranaiba,241,241,SLT VERDINHO,,,294,,,241,Paranaiba,10,,,slt verdinho,s.r.verdinho,S.R.VERDINHO,,,-19.14555556,-50.76722222,"-19.14555556,-50.76722222",UHE Salto Rio Verdinho,UHE Salto Rio Verdinho (Rio Verde),0,0,0,,241,Salto do Rio Verdinho,SLT VERDINHO,S.R.VERDINHO,Verde,Paranaíba,SE,Parana,Cacu-GO,Operação,Natural,Regredido,,,,,0.3657,
242,NAVANHANDAVA (242),SE,N.AVANHANDAVA NAT.,tiete,242,,0.0,242,242,19044,19044,242,,,,,,tiete,242,,,,240,240,,,242,Tiete,10,,,n.avanhandava nat.,n. avanhandava,N. AVANHANDAVA,,,-21.11694444,-50.20175000,"-21.11694444,-50.20175000",UHE Nova Avanhandava,UHE Nova Avanhandava (Rio Tietê),0,0,0,,242,Nova Avanhandava,,N. AVANHANDAVA,Tietê,Tietê,SE,Parana,Buritama-SP,Operação,Natural,Vazão obs.,,,,,0.2601,
243,TRES IRMAOS (243),SE,TRES IRMAOS NAT.,tiete,243,,0.0,243,243,19045,19045,243,,,,,,tiete,243,,,três irmãos,240,242,,,243,Tiete,10,,,tres irmaos nat.,três irmãos,TRÊS IRMÃOS,,,-20.66861111,-51.29694444,"-20.66861111,-51.29694444",UHE Três Irmãos,UHE Três Irmãos (Rio Tietê),0,0,0,,243,Três Irmãos,,TRÊS IRMÃOS,Tietê,Tietê,SE,Paraná,PereiraBarreto-SP,Operação,Natural,Vazão obs.,,,,N,0.3997,
244,,SE,,alto parana,244,,0.0,,,,,,244,,,,,parana,244,,,,,,,,,Parana,10,,,ilha solteira equivalente,,,,,,,,,,0,0,1,,244,Ilha Solteira Equivalente,,(só aparece em VAZOES.DAT),Tietê-Paraná,Paraná,SE,Parana,IlhaSolteira-SP,Operação,Natural,Calculado,,,244 (t) = 034 (t) + 243 (t),,,
245,JUPIA (245),SE,JUPIA NAT.,alto parana,245,,0.0,245,245,19046,19046,245,,,,,,parana,245,,,,243_34,243_34,,,245,Parana,10,,,jupia nat.,jupia,JUPIA,,,-20.77694444,-51.63305556,"-20.77694444,-51.63305556",UHE Jupiá,UHE Jupiá (Rio Paraná),1,0,0,,245,Jupiá (Engenheiro Souza Dias),,JUPIA,Paraná,Paraná,SE,Parana,TresLagoas-MS,Operação,Natural,Vazão obs.,,,,N,0.19,
246,P. PRIMAVERA (246),SE,P.PRIMAVERA NAT.,baixo parana,246,,0.0,246,246,19047,19047,246,,,,,,parana,246,,,,243_34,245,,,246,Parana,10,,,p.primavera nat.,porto primavera,PORTO PRIMAVERA,,,-22.47472222,-52.95222222,"-22.47472222,-52.95222222",UHE Porto Primavera,UHE Porto Primavera (Rio Paraná),1,0,0,,246,Porto Primavera (Engenheiro Sérgio Motta),,PORTO PRIMAVERA,Paraná,Paraná,SE,Parana,Rosana-SP,Operação,Natural,Vazão obs.,,,,N,0.1698,
247,CACU (247),SE,CACU,paranaiba,247,,0.2452,247,247,19028,19028,247,,,,,,paranaiba,247,247,CACU,cacu,,,,,247,Paranaiba,10,,,cacu,cacu,CACU,,,-18.53222222,-51.14944444,"-18.53222222,-51.14944444",UHE Caçu,UHE Caçu (Rio Claro),0,0,0,,247,Caçu,CACU,CACU,Claro,Paranaíba,SE,Parana,Cacu-GO,Operação,Natural,Vazão obs.,,,,N,0.2452,
